Region,Site,Reference,Indicator,Latitude (N),Longitude (E),RSL (m),RSL +1s,RSL -1s,Age (CE),Age +2s,Age -2s
"Brittany, France",Arun,Stephan et al. (2015),foraminifera,48.29,-4.24,-2.96,0.2,0.2,-872,74,119
"Brittany, France",Arun,Stephan et al. (2015),foraminifera,48.29,-4.24,-2.26,0.2,0.2,-422,213,319
"Brittany, France",Arun,Stephan et al. (2015),foraminifera,48.29,-4.24,-0.97,0.2,0.2,353,182,123
"Brittany, France",Arun,Stephan et al. (2015),foraminifera,48.29,-4.24,-0.61,0.2,0.2,951,83,175
"Brittany, France",Arun,Stephan et al. (2015),foraminifera,48.29,-4.24,-0.3,0.2,0.2,1467,167,63
"Brittany, France",Traon,Stephan et al. (2015),foraminifera,48.31,-4.26,-0.48,0.2,0.2,1100,116,102
"Brittany, France",Tresseny,Stephan et al. (2015),foraminifera,48.64,-4.4,-0.28,0.14,0.14,1450,162,27
"Christmas Island, Kiribati",Multiple,McGregor et al. (2011); Compiled in Woodroffe et al. (2012),coral microatoll,1.98,-157.5,-0.23,0.1,0.05,-1050,220,219
"Christmas Island, Kiribati",Multiple,McGregor et al. (2011); Compiled in Woodroffe et al. (2012),coral microatoll,1.98,-157.5,0,0.1,0.05,-1035,188,202
"Christmas Island, Kiribati",Multiple,Woodroffe et al. (2012),coral microatoll,1.98,-157.5,-0.18,0.1,0.05,-986,166,181
"Christmas Island, Kiribati",Multiple,Woodroffe et al. (2012),coral microatoll,1.98,-157.5,-0.14,0.1,0.05,-887,160,125
"Christmas Island, Kiribati",Multiple,Woodroffe et al. (2012),coral microatoll,1.98,-157.5,0.13,0.1,0.05,-875,153,118
"Christmas Island, Kiribati",Multiple,Woodroffe et al. (2012),coral microatoll,1.98,-157.5,-0.14,0.1,0.05,-863,153,118
"Christmas Island, Kiribati",Multiple,McGregor et al. (2011); Compiled in Woodroffe et al. (2012),coral microatoll,1.98,-157.5,-0.07,0.1,0.05,-860,126,173
"Christmas Island, Kiribati",Multiple,Woodroffe et al. (2012),coral microatoll,1.98,-157.5,0.09,0.1,0.05,-853,110,146
"Christmas Island, Kiribati",Multiple,Woodroffe et al. (2012),coral microatoll,1.98,-157.5,-0.12,0.1,0.05,-844,156,114
"Christmas Island, Kiribati",Multiple,Woodroffe et al. (2012),coral microatoll,1.98,-157.5,-0.07,0.1,0.05,-799,165,169
"Christmas Island, Kiribati",Multiple,Woodroffe et al. (2012),coral microatoll,1.98,-157.5,0.1,0.1,0.05,-799,169,165
"Christmas Island, Kiribati",Multiple,Woodroffe et al. (2012),coral microatoll,1.98,-157.5,-0.14,0.1,0.05,-784,144,201
"Christmas Island, Kiribati",Multiple,Woodroffe et al. (2012),coral microatoll,1.98,-157.5,0.06,0.1,0.05,-674,197,137
"Christmas Island, Kiribati",Multiple,Woodroffe et al. (2012),coral microatoll,1.98,-157.5,-0.14,0.1,0.05,-662,140,205
"Christmas Island, Kiribati",Multiple,Woodroffe et al. (2012),coral microatoll,1.98,-157.5,-0.14,0.1,0.05,-581,168,188
"Christmas Island, Kiribati",Multiple,Woodroffe et al. (2012),coral microatoll,1.98,-157.5,-0.03,0.1,0.05,-557,168,173
"Christmas Island, Kiribati",Multiple,Woodroffe et al. (2012),coral microatoll,1.98,-157.5,0.04,0.1,0.05,-536,156,187
"Christmas Island, Kiribati",Multiple,McGregor et al. (2011); Compiled in Woodroffe et al. (2012),coral microatoll,1.98,-157.5,-0.12,0.1,0.05,-401,487,487
"Christmas Island, Kiribati",Multiple,Woodroffe et al. (2012),coral microatoll,1.98,-157.5,0.01,0.1,0.05,-273,181,131
"Christmas Island, Kiribati",Multiple,Woodroffe et al. (2012),coral microatoll,1.98,-157.5,-0.01,0.1,0.05,-240,164,137
"Christmas Island, Kiribati",Multiple,McGregor et al. (2011); Compiled in Woodroffe et al. (2012),coral microatoll,1.98,-157.5,0.06,0.1,0.05,-54,186,215
"Christmas Island, Kiribati",Multiple,Woodroffe et al. (2012),coral microatoll,1.98,-157.5,-0.12,0.1,0.05,-1,150,168
"Christmas Island, Kiribati",Multiple,Woodroffe et al. (2012),coral microatoll,1.98,-157.5,0.13,0.1,0.05,5,144,166
"Christmas Island, Kiribati",Multiple,Woodroffe et al. (2012),coral microatoll,1.98,-157.5,0.05,0.1,0.05,28,189,195
"Christmas Island, Kiribati",Multiple,Woodroffe et al. (2012),coral microatoll,1.98,-157.5,-0.03,0.1,0.05,31,37,37
"Christmas Island, Kiribati",Multiple,Woodroffe et al. (2012),coral microatoll,1.98,-157.5,-0.08,0.1,0.05,52,166,160
"Christmas Island, Kiribati",Multiple,Woodroffe et al. (2012),coral microatoll,1.98,-157.5,0.01,0.1,0.05,54,191,199
"Christmas Island, Kiribati",Multiple,Woodroffe et al. (2012),coral microatoll,1.98,-157.5,-0.03,0.1,0.05,70,168,162
"Christmas Island, Kiribati",Multiple,Woodroffe et al. (2012),coral microatoll,1.98,-157.5,0.06,0.1,0.05,70,164,156
"Christmas Island, Kiribati",Multiple,Woodroffe et al. (2012),coral microatoll,1.98,-157.5,0.04,0.1,0.05,82,164,162
"Christmas Island, Kiribati",Multiple,Woodroffe et al. (2012),coral microatoll,1.98,-157.5,-0.04,0.1,0.05,94,161,152
"Christmas Island, Kiribati",Multiple,McGregor et al. (2011); Compiled in Woodroffe et al. (2012),coral microatoll,1.98,-157.5,-0.14,0.1,0.05,109,191,195
"Christmas Island, Kiribati",Multiple,McGregor et al. (2011); Compiled in Woodroffe et al. (2012),coral microatoll,1.98,-157.5,0,0.1,0.05,114,184,181
"Christmas Island, Kiribati",Multiple,McGregor et al. (2011); Compiled in Woodroffe et al. (2012),coral microatoll,1.98,-157.5,-0.22,0.1,0.05,118,197,190
"Christmas Island, Kiribati",Multiple,Woodroffe et al. (2012),coral microatoll,1.98,-157.5,0.17,0.1,0.05,135,151,162
"Christmas Island, Kiribati",Multiple,Woodroffe et al. (2012),coral microatoll,1.98,-157.5,-0.1,0.1,0.05,172,9,9
"Christmas Island, Kiribati",Multiple,Woodroffe et al. (2012),coral microatoll,1.98,-157.5,-0.11,0.1,0.05,175,9,9
"Christmas Island, Kiribati",Multiple,McGregor et al. (2011); Compiled in Woodroffe et al. (2012),coral microatoll,1.98,-157.5,0.03,0.1,0.05,177,194,182
"Christmas Island, Kiribati",Multiple,Woodroffe et al. (2012),coral microatoll,1.98,-157.5,0.07,0.1,0.05,210,173,149
"Christmas Island, Kiribati",Multiple,Woodroffe et al. (2012),coral microatoll,1.98,-157.5,0.12,0.1,0.05,216,171,148
"Christmas Island, Kiribati",Multiple,McGregor et al. (2011); Compiled in Woodroffe et al. (2012),coral microatoll,1.98,-157.5,-0.01,0.1,0.05,223,202,191
"Christmas Island, Kiribati",Multiple,Woodroffe et al. (2012),coral microatoll,1.98,-157.5,0.16,0.1,0.05,233,167,150
"Christmas Island, Kiribati",Multiple,McGregor et al. (2011); Compiled in Woodroffe et al. (2012),coral microatoll,1.98,-157.5,-0.03,0.1,0.05,282,193,205
"Christmas Island, Kiribati",Multiple,Woodroffe et al. (2012),coral microatoll,1.98,-157.5,-0.02,0.1,0.05,306,141,166
"Christmas Island, Kiribati",Multiple,Woodroffe et al. (2012),coral microatoll,1.98,-157.5,-0.2,0.1,0.05,322,150,177
"Christmas Island, Kiribati",Multiple,Woodroffe et al. (2012),coral microatoll,1.98,-157.5,0.08,0.1,0.05,351,167,166
"Christmas Island, Kiribati",Multiple,McGregor et al. (2011); Compiled in Woodroffe et al. (2012),coral microatoll,1.98,-157.5,-0.01,0.1,0.05,351,201,204
"Christmas Island, Kiribati",Multiple,Woodroffe et al. (2012),coral microatoll,1.98,-157.5,0.03,0.1,0.05,367,176,150
"Christmas Island, Kiribati",Multiple,Woodroffe et al. (2012),coral microatoll,1.98,-157.5,0.19,0.1,0.05,379,171,149
"Christmas Island, Kiribati",Multiple,Woodroffe et al. (2012),coral microatoll,1.98,-157.5,0.07,0.1,0.05,385,168,149
"Christmas Island, Kiribati",Multiple,Woodroffe et al. (2012),coral microatoll,1.98,-157.5,0.09,0.1,0.05,410,162,157
"Christmas Island, Kiribati",Multiple,Woodroffe et al. (2012),coral microatoll,1.98,-157.5,0,0.1,0.05,454,169,150
"Christmas Island, Kiribati",Multiple,Woodroffe et al. (2012),coral microatoll,1.98,-157.5,0.03,0.1,0.05,460,150,169
"Christmas Island, Kiribati",Multiple,McGregor et al. (2011); Compiled in Woodroffe et al. (2012),coral microatoll,1.98,-157.5,0.08,0.1,0.05,473,581,581
"Christmas Island, Kiribati",Multiple,Woodroffe et al. (2012),coral microatoll,1.98,-157.5,0.18,0.1,0.05,483,152,154
"Christmas Island, Kiribati",Multiple,McGregor et al. (2011); Compiled in Woodroffe et al. (2012),coral microatoll,1.98,-157.5,-0.01,0.1,0.05,518,163,184
"Christmas Island, Kiribati",Multiple,Woodroffe et al. (2012),coral microatoll,1.98,-157.5,-0.27,0.1,0.05,542,128,134
"Christmas Island, Kiribati",Multiple,McGregor et al. (2011); Compiled in Woodroffe et al. (2012),coral microatoll,1.98,-157.5,-0.08,0.1,0.05,670,490,490
"Christmas Island, Kiribati",Multiple,Woodroffe et al. (2012),coral microatoll,1.98,-157.5,0.05,0.1,0.05,827,132,146
"Christmas Island, Kiribati",Multiple,Woodroffe et al. (2012),coral microatoll,1.98,-157.5,0,0.1,0.05,891,149,136
"Christmas Island, Kiribati",Multiple,Woodroffe et al. (2012),coral microatoll,1.98,-157.5,-0.06,0.1,0.05,1201,100,138
"Christmas Island, Kiribati",Multiple,Woodroffe et al. (2012),coral microatoll,1.98,-157.5,0,0.1,0.05,1227,153,99
"Christmas Island, Kiribati",Multiple,Woodroffe et al. (2012),coral microatoll,1.98,-157.5,0,0.1,0.05,1275,117,131
"Christmas Island, Kiribati",Multiple,Woodroffe et al. (2012),coral microatoll,1.98,-157.5,0,0.1,0.05,1306,109,115
"Christmas Island, Kiribati",Multiple,Woodroffe et al. (2012),coral microatoll,1.98,-157.5,0,0.1,0.05,1336,100,101
"Christmas Island, Kiribati",Multiple,Woodroffe et al. (2012),coral microatoll,1.98,-157.5,0,0.1,0.05,1340,99,99
"Christmas Island, Kiribati",Multiple,Woodroffe et al. (2012),coral microatoll,1.98,-157.5,-0.06,0.1,0.05,1343,97,99
"Christmas Island, Kiribati",Multiple,Woodroffe et al. (2012),coral microatoll,1.98,-157.5,0,0.1,0.05,1359,88,93
"Christmas Island, Kiribati",Multiple,Woodroffe et al. (2012),coral microatoll,1.98,-157.5,-0.14,0.1,0.05,1766,115,185
"Christmas Island, Kiribati",Multiple,Woodroffe et al. (2012),coral microatoll,1.98,-157.5,-0.14,0.1,0.05,1831,126,120
"Christmas Island, Kiribati",Multiple,Woodroffe et al. (2012),coral microatoll,1.98,-157.5,-0.14,0.1,0.05,1860,140,91
"Christmas Island, Kiribati",Multiple,Woodroffe et al. (2012),coral microatoll,1.98,-157.5,-0.14,0.1,0.05,1860,140,91
"Connecticut, USA",Barn Island,Donnelly et al. (2004b),plants,41.331,-71.864,-0.91,0.04,0.04,1336,33,33
"Connecticut, USA",Barn Island,Donnelly et al. (2004b),plants,41.331,-71.864,-0.78,0.04,0.04,1413,27,27
"Connecticut, USA",Barn Island,Donnelly et al. (2004b),plants,41.331,-71.864,-0.82,0.04,0.04,1441,41,41
"Connecticut, USA",Barn Island,Donnelly et al. (2004b),plants,41.331,-71.864,-0.69,0.04,0.04,1561,82,82
"Connecticut, USA",Barn Island,Donnelly et al. (2004b),plants,41.331,-71.864,-0.63,0.05,0.05,1570,86,86
